timestamp,station,mmsi,longitude,latitude,speedoverground,courseoverground,heading,status
2024-04-25T23:37:33Z,10004,256002039,23.670313333333333,37.94184333333333,0.0,0.0,208,8
2024-04-28T17:52:12Z,10004,240013300,23.72549833333333,37.877363333333335,0.0,237.8,154,10
2024-04-26T02:46:57Z,10004,538071165,23.66927,37.94172666666667,0.3,298.1,0,15
2024-04-22T08:29:52Z,10004,237741100,23.64812833333333,37.93622333333333,0.0,0.0,0,11
2024-04-25T18:09:44Z,10004,239998600,23.520976666666662,37.85516,0.2,0.0,0,8
2024-04-26T04:42:48Z,10001,241895000,25.196951666666667,37.50396833333333,15.5,74.9,74,0
2024-04-28T16:04:17Z,10004,237041100,23.815725,37.589976666666665,6.0,128.3,125,11
2024-04-29T23:15:34Z,10001,311005700,24.93935,37.43604333333333,0.0,156.9,141,2
2024-04-25T11:44:19Z,10001,239814500,24.944785,37.44150333333333,0.1,142.3,0,3
2024-04-25T15:31:22Z,10004,241654000,23.55108333333333,37.88107,0.2,98.3,297,12
2024-04-20T18:58:23Z,10004,240917000,23.52508,38.021465,10.4,139.1,129,13
2024-04-28T01:28:35Z,10004,240921000,23.683066666666665,37.931385,0.0,258.8,26,1
2024-04-20T19:46:58Z,10004,240226600,23.68410833333333,37.93226666666666,0.0,0.0,0,6
2024-04-26T10:48:48Z,10004,240013300,23.725486666666665,37.87738333333333,0.0,257.0,153,10
2024-04-20T19:43:32Z,10004,240917000,23.622505,37.935885,9.6,155.8,145,13
2024-04-22T21:22:25Z,10004,241839000,23.680145,37.93134333333333,0.0,318.40000000000003,59,5
2024-04-17T19:10:16Z,10004,256002039,23.670268333333333,37.94184,0.2,0.0,202,8
2024-04-22T18:01:14Z,10004,241654000,23.54251333333333,37.89424,0.0,139.1,231,12
2024-04-26T13:30:23Z,10004,237741100,23.450946666666667,37.499793333333336,0.0,0.0,0,11
2024-04-26T19:11:38Z,10004,256002039,23.670293333333333,37.94181666666667,0.0,0.0,210,8
2024-04-20T05:10:03Z,10004,256002039,23.67026,37.94181,0.1,0.0,205,8
2024-04-26T17:43:04Z,10004,237741100,23.45095,37.49983,0.0,0.0,0,11
